English,CEFR,gender,word,wordAudio,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
Italian,A1,adjective,italiano,X,proprio della lingua o cultura della penisola mediterranea,X,Il cibo italiano è delizioso.,Italian food is delicious.,
the,A1,article,la,X,articolo determinativo femminile singolare,X,La pizza è buonissima.,The pizza is very good.,
"over there, there",A1,adverb,là,X,in quel luogo,X,Il mio zaino è là.,My backpack is over there.,
milk,A1,masculine,latte,X,liquido bianco prodotto dalle ghiandole mammarie dei bovini,X,Bevo il latte ogni mattina.,I drink milk every morning.,
wash,A1,verb,lavare,X,pulire qualcosa con acqua o altri liquidi,X,Devo lavare i piatti dopo cena.,I have to wash the dishes after dinner.,
work,A1,verb,lavorare,X,svolgere un’attività professionale o manuale,X,Lavoro in un ristorante.,I work in a restaurant.,
job,A1,masculine,lavoro,X,attività svolta per guadagnare denaro,X,Ho un lavoro nuovo.,I got a new job.,
read,A1,verb,leggere,X,interpretare parole scritte,X,Mi piace leggere libri.,I like to read books.,
she,A1,pronoun,lei,X,pronome personale femminile di terza persona singolare,X,Lei è mia sorella.,She is my sister.,
lion,A1,masculine,leone,X,grande animale carnivoro con criniera,X,Il leone è un animale forte.,The lion is a strong animal.,
letter,A1,feminine,lettera,X,messaggio scritto inviato a qualcuno,X,Scrivo una lettera.,I write a letter.,
bed,A1,masculine,letto,X,mobile su cui si dorme,X,Il letto è comodo.,The bed is comfortable.,
lesson,A1,feminine,lezione,X,lezione scolastica o universitaria,X,La lezione inizia alle nove.,The class starts at nine o'clock.,
there,A1,adverb,lì,X,in quel luogo,X,Lì c'è la fermata dell'autobus.,The bus stop is over there.,
book,A1,masculine,libro,X,insieme di pagine stampate e rilegato,X,Questo libro è interessante.,This book is interesting.,
"language, tongue",A1,feminine,lingua,X,organo usato per parlare o sistema di comunicazione,X,Parlo una lingua straniera.,I speak a foreign language.,
they,A1,pronoun,loro,X,pronome personale di terza persona plurale,X,Loro vivono in Spagna.,They live in Spain.,
July,A1,masculine,luglio,X,settimo mese dell’anno,X,Luglio è molto caldo in Italia.,July is very hot in Italy.,
he,A1,pronoun,lui,X,pronome personale maschile di terza persona singolare,X,Lui è mio padre.,He is my father.,
moon,A1,feminine,luna,X,satellite naturale della Terra,X,La luna è molto bella.,The moon is very beautiful.,
Monday,A1,masculine,lunedì,X,primo giorno della settimana,X,Lunedì torno al lavoro.,On Monday I go back to work.,
long,A1,adjective,lungo,X,che si estende per molta distanza,X,Abbiamo fatto un lungo viaggio.,We've had a long journey.,
but,A1,conjunction,ma,X,introduce un’opposizione,X,"Mi piace il gelato, ma preferisco la torta.","I like ice cream, but I prefer cake.",
"car, machine",A1,feminine,macchina,X,veicolo a motore o macchina in generale,X,La macchina è veloce.,The car is fast.,
mother,A1,feminine,madre,X,genitrice femminile,X,La madre cucina la cena.,Mother cooks dinner.,
"teacher, master",A1,masculine,maestro,X,insegnante della scuola primaria,X,Il maestro entra in classe.,The teacher enters the classroom.,
T-shirt,A1,feminine,maglietta,X,indumento leggero che copre il torso,X,La maglietta è blu.,The T-shirt is blue.,
never,A1,adverb,mai,X,in nessun tempo,X,Non vado mai al bar.,I never go to the bar.,
evil,A1,masculine,male,X,assenza di benessere fisico o morale,X,Il male alla testa è forte.,The headache is strong.,
badly,A1,adverb,male,X,in modo negativo o doloroso,X,Oggi mi sento male.,Today I feel sick.,
eat,A1,verb,mangiare,X,prendere cibo per nutrirsi,X,Mangiamo la pasta a pranzo.,We eat pasta for lunch.,
hand,A1,feminine,mano,X,parte del corpo all’estremità del braccio,X,Ho una mano fredda.,I have a cold hand.,
map,A1,feminine,mappa,X,rappresentazione grafica di un territorio,X,Guardo la mappa della città.,I look at the map of the city.,
sea,A1,masculine,mare,X,grande distesa di acqua salata,X,Il mare è blu.,The sea is blue.,
brown,A1,adjective,marrone,X,colore simile a quello della terra bruciata,X,Ho una maglietta marrone.,I have a brown T-shirt.,
Tuesday,A1,masculine,martedì,X,secondo giorno della settimana,X,Martedì vado a scuola.,I go to school on Tuesday.,
March,A1,masculine,marzo,X,terzo mese dell’anno,X,Marzo è un mese un po' freddo.,March is a bit cold.,
morning,A1,feminine,mattina,X,parte iniziale della giornata,X,La mattina bevo sempre il caffè.,In the morning I always drink coffee.,
morning,A1,masculine,mattino,X,inizio del giorno fino a mezzogiorno,X,Il mattino vado a scuola.,In the morning I go to school.,
doctor,A1,masculine,medico,X,dottore che cura le persone,X,Il medico lavora in ospedale.,The doctor works in a hospital.,
apple,A1,feminine,mela,X,frutto commestibile dell’albero di melo,X,Mangio una mela rossa.,I eat a red apple.,
menu,A1,masculine,"menu, menù",,elenco di piatti in un ristorante,X,Guardo il menù del ristorante.,I look at the restaurant menu.,
market,A1,masculine,mercato,X,luogo dove si vendono prodotti alimentari o altri beni,X,Il mercato è aperto.,The market is open.,
Wednesday,A1,masculine,mercoledì,X,terzo giorno della settimana,X,Mercoledì ho un appuntamento.,I have an appointment on Wednesday.,
month,A1,masculine,mese,X,periodo di circa trenta giorni,X,Questo mese è dicembre.,This month is December.,
put,A1,verb,mettere,X,collocare in un luogo o in una posizione,X,Metto il libro sul tavolo.,I put the book on the table.,
I'm sorry,A1,expression,mi dispiace,X,espressione di rammarico,X,"Mi dispiace, ho sbagliato.","I'm sorry, I made a mistake.",
excuse me,A1,expression,mi scusi,X,espressione di richiesta di perdono,X,"Mi scusi, dov'è la stazione?","Excuse me, where is the station?",
thousand,A1,numeral,mille,X,numero corrispondente a dieci volte cento,X,Ci sono mille persone.,There are a thousand people.,
minute,A1,masculine,minuto,X,sessanta secondi,X,"Aspetta un minuto, per favore.","Wait a minute, please.",
"much, a lot",A1,adjective,molto,X,in grande quantità o intensità,X,Sono molto felice oggi.,I am very happy today.,
moment,A1,masculine,momento,X,breve intervallo di tempo significativo,X,È un momento speciale.,It is a special moment.,
world,A1,masculine,mondo,X,insieme di terre e popoli,X,Il mondo è grande.,The world is big.,
mountain,A1,feminine,montagna,X,elevazione naturale della superficie terrestre,X,Andiamo in montagna con gli amici.,We go to the mountains with friends.,
museum,A1,masculine,museo,X,luogo espositivo per opere d’arte o reperti,X,Visitiamo il museo domani.,We are visiting the museum tomorrow.,
music,A1,feminine,musica,X,insieme organizzato di suoni,X,Mi piace ascoltare la musica italiana.,I like to listen to Italian music.,
Christmas,A1,masculine,Natale,X,ricorrenza cristiana del 25 dicembre,X,Natale è una festa molto bella.,Christmas is a very beautiful holiday.,
nature,A1,feminine,natura,X,insieme delle cose e degli esseri viventi non creati dall’uomo,X,La natura è molto bella qui.,Nature is very beautiful here.,
"store, shop",A1,masculine,negozio,X,luogo dove si vendono prodotti al dettaglio,X,Il negozio è aperto dalle nove.,The store is open from nine o'clock.,
black,A1,adjective,nero,X,colore più scuro,X,Il gatto nero dorme sul divano.,The black cat sleeps on the sofa.,
snow,A1,feminine,neve,X,precipitazione bianca e solida dell’inverno,X,La neve cade in inverno.,Snow falls in winter.,
nothing,A1,pronoun,niente,X,assenza o mancanza di qualcosa,X,Non ho niente da dire.,I don't have anything to say.,
no,A1,interjection,no,X,espressione negativa,X,"No, grazie.","No, thank you.",
we,A1,pronoun,noi,X,pronome personale di prima persona plurale,X,Noi siamo stanchi.,We are tired.,
name,A1,masculine,nome,X,parola che identifica una persona o una cosa,X,Il mio nome è Marco.,My name is Marco.,
not,A1,adverb,non,X,avverbio di negazione,X,Non ho fame.,I'm not hungry.,
grandmother,A1,feminine,nonna,X,madre della madre o del padre,X,La mia nonna cucina molto bene.,My grandmother cooks very well.,
grandfather,A1,masculine,nonno,X,padre della madre o del padre,X,Il mio nonno ha ottant'anni.,My grandfather is eighty years old.,
night,A1,feminine,notte,X,periodo di buio dopo il tramonto,X,Stanotte la notte è tranquilla.,Tonight the night is quiet.,
ninety,A1,numeral,novanta,X,numero che corrisponde a nove decine,X,Ci sono novanta pagine in questo libro.,There are ninety pages in this book.,
nine,A1,numeral,nove,X,numero che segue l’otto,X,Ho nove matite nello zaino.,I have nine pencils in my backpack.,
November,A1,masculine,novembre,X,undicesimo mese dell’anno,X,Novembre è un mese piovoso.,November is a rainy month.,
number,A1,masculine,numero,X,cifra che indica quantità o posizione,X,Qual è il tuo numero di telefono?,What is your phone number?,
swim,A1,verb,nuotare,X,muoversi nell’acqua spostandosi con braccia e gambe,X,Mi piace nuotare al mare.,I like swimming at the sea.,
new,A1,masculine,nuovo,X,che è appena fatto o recente,X,Ho comprato un libro nuovo.,I bought a new book.,
or,A1,conjunction,o,X,introduce un’alternativa,X,Vuoi tè o caffè?,Do you want tea or coffee?,
eye,A1,masculine,occhio,X,organo della vista,X,Hai qualcosa nell'occhio.,You have something in your eye.,
today,A1,adverb,oggi,X,giorno presente,X,Oggi andiamo al cinema.,Today we're going to the movies.,
"every, each",A1,adjective,ogni,X,ciascuno in una serie,X,Ogni giorno vado a scuola.,Every day I go to school.,
oil,A1,masculine,olio,X,sostanza grassa estratta da piante o semi,X,Metto l'olio sull'insalata.,I put oil on the salad.,
"hour, time",A1,feminine,ora,X,unità di tempo equivalente a sessanta minuti,X,È l'ora di pranzo.,It's lunchtime.,
now,A1,adverb,ora,X,in questo momento,X,Ora mangiamo.,Let's eat now.,
"clock, watch",A1,masculine,orologio,X,strumento che indica l’ora,X,Il mio orologio è rotto.,My watch is broken.,
hospital,A1,masculine,ospedale,X,struttura sanitaria per curare i malati,X,L'ospedale è vicino.,The hospital is nearby.,
eighty,A1,numeral,ottanta,X,numero che corrisponde a otto decine,X,Mia nonna ha ottanta anni.,My grandmother is eighty years old.,
eight,A1,numeral,otto,X,numero che segue il sette,X,Otto bambini giocano nel parco.,Eight children are playing in the park.,
October,A1,masculine,ottobre,X,decimo mese dell’anno,X,Ottobre è il mese delle foglie gialle.,October is the month of yellow leaves.,
father,A1,masculine,padre,X,genitore maschile,X,Mio padre lavora tanto.,My father works a lot.,
"country, town",A1,masculine,paese,X,piccola nazione o villaggio,X,Il mio paese è piccolo.,My country is small.,
pay,A1,verb,pagare,X,dare denaro in cambio di un bene o servizio,X,Voglio pagare con la carta.,I want to pay with a card.,
page,A1,feminine,pagina,X,pagina di un libro o quaderno,X,Leggo una pagina del libro ogni giorno.,I read a page of the book every day.,
ball,A1,feminine,palla,X,sfera usata per giocare,X,La palla è sotto il tavolo.,The ball is under the table.,
bread,A1,masculine,pane,X,alimento ottenuto dalla farina cotta al forno,X,Il pane è caldo.,The bread is warm.,
bakery,A1,feminine,panetteria,X,negozio dove si vende pane,X,Vado in panetteria a comprare il pane.,I'm going to the bakery to buy some bread.,
baker,A1,masculine,panettiere,X,persona che produce o vende pane,X,Il panettiere lavora ogni mattina.,The baker works every morning.,
sandwich,A1,masculine,panino,X,pezzo di pane spesso farcito,X,Mangio un panino al prosciutto.,I eat a ham sandwich.,
pants,A1,masculine,pantaloni,X,indumento che copre le gambe,X,Indosso pantaloni neri.,I'm wearing black pants.,
park,A1,masculine,parco,X,spazio verde pubblico,X,Giochiamo al parco.,Let's play in the park.,
speak,A1,verb,parlare,X,esprimere pensieri con la voce,X,Parlo con mia madre.,I talk to my mother.,
word,A1,feminine,parola,X,unità di linguaggio formata da suoni o lettere,X,Scrivo una parola nuova.,I write a new word.,
part,A1,feminine,parte,X,sezione o porzione di qualcosa,X,La prima parte è facile.,The first part is easy.,
leave,A1,verb,partire,X,andare via verso una destinazione,X,Domani devo partire.,Tomorrow I have to leave.,
"pass, go through",A1,verb,passare,X,trascorrere attraverso un luogo o un periodo,X,Possiamo passare da qui?,Can we go through here?,
"paste, pasta",A1,feminine,pasta,X,prodotto alimentare a base di farina di grano,X,Cucino la pasta con il sugo.,I cook pasta with sauce.,
potato,A1,feminine,patata,X,tubero commestibile della pianta omonima,X,Mangio una patata bollita.,I'm eating a boiled potato.,
"pause, break",A1,feminine,pausa,X,breve sospensione di un’attività,X,Facciamo una pausa di cinque minuti.,Let's take a five-minute break.,
"pen, feather",A1,feminine,penna,X,strumento per scrivere con inchiostro,X,Scrivo con una penna blu.,I write with a blue pen.,
think,A1,verb,pensare,X,formarsi un’idea nella mente,X,Penso a te.,I think about you.,
"for, by",A1,preposition,per,X,indica destinazione o motivo,X,Questa lettera è per te.,This letter is for you.,
please,A1,expression,per favore,X,formula di cortesia per chiedere qualcosa,X,"Per favore, apri la finestra.",Please open the window.,
why,A1,conjunction,perché,X,introduce una causa,X,Perché sei triste oggi?,Why are you sad today?,
because,A1,conjunction,perché,X,introduce uno scopo o una ragione interrogativa,X,Resto a casa perché piove.,I'm staying home because it's raining.,
"lose, waste",A1,verb,perdere,X,non riuscire a mantenere il possesso di qualcosa,X,Ho paura di perdere il treno.,I'm afraid of missing the train.,
"however, but",A1,conjunction,però,X,introduce un’osservazione in contrasto,X,"Non trovo le chiavi, però ho tempo.","I can't find my keys, however, I have time.",
person,A1,feminine,persona,X,individuo umano,X,Quella persona è gentile.,That person is kind.,
peach,A1,feminine,pesca,X,"frutto dell’albero omonimo, di colore arancione o rosa",X,Mangio una pesca dopo pranzo.,I eat a peach after lunch.,
fish,A1,masculine,pesce,X,animale acquatico commestibile,X,Il pesce è fresco.,The fish is fresh.,
"please, like",A1,verb,piacere,X,provare piacere da qualcosa,X,Mi piace molto la pizza.,I like pizza a lot.,
pleasure,A1,masculine,piacere,X,sensazione gradevole,X,Questo film è un piacere da guardare.,This film is a pleasure to watch.,
slowly,A1,adverb,piano,X,in modo lento o a bassa voce,X,"Parla più piano, per favore.","Speak more quietly, please.",
"plate, dish",A1,masculine,piatto,X,recipiente piano per servire cibo,X,Il piatto è sul tavolo.,The plate is on the table.,
"square, plaza",A1,feminine,piazza,X,spazio aperto in una città con edifici intorno,X,Andiamo in piazza con gli amici.,We're going to the square with friends.,
small,A1,adjective,piccolo,X,di dimensioni ridotte,X,Ho un piccolo cane.,I have a small dog.,
foot,A1,masculine,piede,X,parte terminale della gamba,X,Il piede mi fa male.,My foot is aching.,
full,A1,adjective,pieno,X,che contiene qualcosa fino al massimo,X,Il bicchiere è pieno d'acqua.,The glass is full of water.,
rain,A1,feminine,pioggia,X,precipitazione atmosferica in gocce d’acqua,X,La pioggia è forte oggi.,The rain is heavy today.,
rain,A1,verb,piovere,X,cadere acqua dal cielo,X,Oggi potrebbe piovere.,Today it might rain.,
